#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
Cliv_1.0	scaffold2699	NW_004975726.1	KB377841.1	GPS_001991635.1
Cliv_1.0	scaffold2700	NW_004975727.1	KB377842.1	GPS_001991636.1
Cliv_1.0	scaffold2701	NW_004975728.1	KB377843.1	GPS_001991637.1
Cliv_1.0	scaffold2705	NW_004975729.1	KB377844.1	GPS_001991638.1
Cliv_1.0	scaffold2706	NW_004975730.1	KB377845.1	GPS_001991639.1
Cliv_1.0	scaffold2708	NW_004975731.1	KB377846.1	GPS_001991640.1
Cliv_1.0	scaffold2709	NW_004975732.1	KB377847.1	GPS_001991641.1
Cliv_1.0	scaffold2710	NW_004975733.1	KB377848.1	GPS_001991642.1
Cliv_1.0	scaffold2711	NW_004975734.1	KB377849.1	GPS_001991643.1
Cliv_1.0	scaffold2571	NW_004975735.1	KB377850.1	GPS_001991644.1
Cliv_1.0	scaffold2682	NW_004975736.1	KB377851.1	GPS_001991645.1
Cliv_1.0	scaffold2714	NW_004975737.1	KB377852.1	GPS_001991646.1
Cliv_1.0	scaffold2715	NW_004975738.1	KB377853.1	GPS_001991647.1
Cliv_1.0	scaffold2716	NW_004975739.1	KB377854.1	GPS_001991648.1
Cliv_1.0	scaffold2717	NW_004975740.1	KB377855.1	GPS_001991649.1
Cliv_1.0	scaffold2719	NW_004975741.1	KB377856.1	GPS_001991650.1
Cliv_1.0	scaffold2720	NW_004975742.1	KB377857.1	GPS_001991651.1
Cliv_1.0	scaffold2721	NW_004975743.1	KB377858.1	GPS_001991652.1
Cliv_1.0	scaffold2723	NW_004975744.1	KB377859.1	GPS_001991653.1
Cliv_1.0	scaffold2703	NW_004975745.1	KB377860.1	GPS_001991654.1
Cliv_1.0	scaffold2725	NW_004975746.1	KB377861.1	GPS_001991655.1
Cliv_1.0	scaffold2724	NW_004975747.1	KB377862.1	GPS_001991656.1
Cliv_1.0	scaffold2726	NW_004975748.1	KB377863.1	GPS_001991657.1
Cliv_1.0	scaffold2727	NW_004975749.1	KB377864.1	GPS_001991658.1
Cliv_1.0	scaffold2730	NW_004975750.1	KB377865.1	GPS_001991659.1
Cliv_1.0	scaffold2728	NW_004975751.1	KB377866.1	GPS_001991660.1
Cliv_1.0	scaffold2676	NW_004975752.1	KB377867.1	GPS_001991661.1
Cliv_1.0	scaffold2733	NW_004975753.1	KB377868.1	GPS_001991662.1
Cliv_1.0	scaffold2734	NW_004975754.1	KB377869.1	GPS_001991663.1
Cliv_1.0	scaffold2736	NW_004975755.1	KB377870.1	GPS_001991664.1
Cliv_1.0	scaffold2737	NW_004975756.1	KB377871.1	GPS_001991665.1
Cliv_1.0	scaffold2731	NW_004975757.1	KB377872.1	GPS_001991666.1
Cliv_1.0	scaffold2739	NW_004975758.1	KB377873.1	GPS_001991667.1
Cliv_1.0	scaffold2459	NW_004975759.1	KB377874.1	GPS_001991668.1
Cliv_1.0	scaffold2741	NW_004975760.1	KB377875.1	GPS_001991669.1
Cliv_1.0	scaffold2742	NW_004975761.1	KB377876.1	GPS_001991670.1
Cliv_1.0	scaffold2743	NW_004975762.1	KB377877.1	GPS_001991671.1
Cliv_1.0	scaffold2744	NW_004975763.1	KB377878.1	GPS_001991672.1
Cliv_1.0	scaffold2738	NW_004975764.1	KB377879.1	GPS_001991673.1
Cliv_1.0	scaffold2746	NW_004975765.1	KB377880.1	GPS_001991674.1
Cliv_1.0	scaffold2747	NW_004975766.1	KB377881.1	GPS_001991675.1
Cliv_1.0	scaffold2740	NW_004975767.1	KB377882.1	GPS_001991676.1
Cliv_1.0	scaffold2749	NW_004975768.1	KB377883.1	GPS_001991677.1
Cliv_1.0	scaffold2750	NW_004975769.1	KB377884.1	GPS_001991678.1
Cliv_1.0	scaffold2751	NW_004975770.1	KB377885.1	GPS_001991679.1
Cliv_1.0	scaffold2713	NW_004975771.1	KB377886.1	GPS_001991680.1
Cliv_1.0	scaffold2753	NW_004975772.1	KB377887.1	GPS_001991681.1
Cliv_1.0	scaffold2754	NW_004975773.1	KB377888.1	GPS_001991682.1
Cliv_1.0	scaffold2755	NW_004975774.1	KB377889.1	GPS_001991683.1
Cliv_1.0	scaffold2342	NW_004975775.1	KB377890.1	GPS_001991684.1
Cliv_1.0	scaffold2756	NW_004975776.1	KB377891.1	GPS_001991685.1
Cliv_1.0	scaffold2684	NW_004975777.1	KB377892.1	GPS_001991686.1
Cliv_1.0	scaffold2758	NW_004975778.1	KB377893.1	GPS_001991687.1
Cliv_1.0	scaffold2757	NW_004975779.1	KB377894.1	GPS_001991688.1
Cliv_1.0	scaffold2761	NW_004975780.1	KB377895.1	GPS_001991689.1
Cliv_1.0	scaffold2760	NW_004975781.1	KB377896.1	GPS_001991690.1
Cliv_1.0	scaffold2763	NW_004975782.1	KB377897.1	GPS_001991691.1
Cliv_1.0	scaffold2759	NW_004975783.1	KB377898.1	GPS_001991692.1
Cliv_1.0	scaffold2765	NW_004975784.1	KB377899.1	GPS_001991693.1
Cliv_1.0	scaffold2766	NW_004975785.1	KB377900.1	GPS_001991694.1
Cliv_1.0	scaffold2767	NW_004975786.1	KB377901.1	GPS_001991695.1
Cliv_1.0	scaffold2768	NW_004975787.1	KB377902.1	GPS_001991696.1
Cliv_1.0	scaffold2764	NW_004975788.1	KB377903.1	GPS_001991697.1
Cliv_1.0	scaffold2752	NW_004975789.1	KB377904.1	GPS_001991698.1
Cliv_1.0	scaffold2771	NW_004975790.1	KB377905.1	GPS_001991699.1
Cliv_1.0	scaffold2772	NW_004975791.1	KB377906.1	GPS_001991700.1
Cliv_1.0	scaffold2773	NW_004975792.1	KB377907.1	GPS_001991701.1
Cliv_1.0	scaffold2769	NW_004975793.1	KB377908.1	GPS_001991702.1
Cliv_1.0	scaffold2775	NW_004975794.1	KB377909.1	GPS_001991703.1
Cliv_1.0	scaffold2777	NW_004975795.1	KB377910.1	GPS_001991704.1
Cliv_1.0	scaffold2778	NW_004975796.1	KB377911.1	GPS_001991705.1
Cliv_1.0	scaffold2779	NW_004975797.1	KB377912.1	GPS_001991706.1
Cliv_1.0	scaffold2780	NW_004975798.1	KB377913.1	GPS_001991707.1
Cliv_1.0	scaffold2782	NW_004975799.1	KB377914.1	GPS_001991708.1
Cliv_1.0	scaffold2783	NW_004975800.1	KB377915.1	GPS_001991709.1
Cliv_1.0	scaffold2784	NW_004975801.1	KB377916.1	GPS_001991710.1
Cliv_1.0	scaffold2770	NW_004975802.1	KB377917.1	GPS_001991711.1
Cliv_1.0	scaffold2688	NW_004975803.1	KB377918.1	GPS_001991712.1
Cliv_1.0	scaffold2788	NW_004975804.1	KB377919.1	GPS_001991713.1
Cliv_1.0	scaffold2789	NW_004975805.1	KB377920.1	GPS_001991714.1
Cliv_1.0	scaffold2790	NW_004975806.1	KB377921.1	GPS_001991715.1
Cliv_1.0	scaffold2786	NW_004975807.1	KB377922.1	GPS_001991716.1
Cliv_1.0	scaffold2792	NW_004975808.1	KB377923.1	GPS_001991717.1
Cliv_1.0	scaffold2793	NW_004975809.1	KB377924.1	GPS_001991718.1
Cliv_1.0	scaffold2794	NW_004975810.1	KB377925.1	GPS_001991719.1
Cliv_1.0	scaffold2795	NW_004975811.1	KB377926.1	GPS_001991720.1
Cliv_1.0	scaffold2796	NW_004975812.1	KB377927.1	GPS_001991721.1
Cliv_1.0	scaffold2797	NW_004975813.1	KB377928.1	GPS_001991722.1
Cliv_1.0	scaffold2798	NW_004975814.1	KB377929.1	GPS_001991723.1
Cliv_1.0	scaffold2791	NW_004975815.1	KB377930.1	GPS_001991724.1
Cliv_1.0	scaffold2800	NW_004975816.1	KB377931.1	GPS_001991725.1
Cliv_1.0	scaffold2762	NW_004975817.1	KB377932.1	GPS_001991726.1
Cliv_1.0	scaffold2804	NW_004975818.1	KB377933.1	GPS_001991727.1
Cliv_1.0	scaffold2803	NW_004975819.1	KB377934.1	GPS_001991728.1
Cliv_1.0	scaffold2805	NW_004975820.1	KB377935.1	GPS_001991729.1
Cliv_1.0	scaffold2807	NW_004975821.1	KB377936.1	GPS_001991730.1
Cliv_1.0	scaffold2808	NW_004975822.1	KB377937.1	GPS_001991731.1
Cliv_1.0	scaffold2806	NW_004975823.1	KB377938.1	GPS_001991732.1
Cliv_1.0	scaffold2811	NW_004975824.1	KB377939.1	GPS_001991733.1
Cliv_1.0	scaffold2812	NW_004975825.1	KB377940.1	GPS_001991734.1
Cliv_1.0	scaffold2813	NW_004975826.1	KB377941.1	GPS_001991735.1
Cliv_1.0	scaffold2814	NW_004975827.1	KB377942.1	GPS_001991736.1
Cliv_1.0	scaffold2815	NW_004975828.1	KB377943.1	GPS_001991737.1
Cliv_1.0	scaffold2809	NW_004975829.1	KB377944.1	GPS_001991738.1
Cliv_1.0	scaffold2817	NW_004975830.1	KB377945.1	GPS_001991739.1
Cliv_1.0	scaffold2673	NW_004975831.1	KB377946.1	GPS_001991740.1
Cliv_1.0	scaffold2819	NW_004975832.1	KB377947.1	GPS_001991741.1
Cliv_1.0	scaffold2820	NW_004975833.1	KB377948.1	GPS_001991742.1
Cliv_1.0	scaffold2821	NW_004975834.1	KB377949.1	GPS_001991743.1
Cliv_1.0	scaffold2822	NW_004975835.1	KB377950.1	GPS_001991744.1
Cliv_1.0	scaffold2824	NW_004975836.1	KB377951.1	GPS_001991745.1
Cliv_1.0	scaffold2825	NW_004975837.1	KB377952.1	GPS_001991746.1
Cliv_1.0	scaffold2745	NW_004975838.1	KB377953.1	GPS_001991747.1
Cliv_1.0	scaffold2827	NW_004975839.1	KB377954.1	GPS_001991748.1
Cliv_1.0	scaffold2828	NW_004975840.1	KB377955.1	GPS_001991749.1
Cliv_1.0	scaffold2712	NW_004975841.1	KB377956.1	GPS_001991750.1
Cliv_1.0	scaffold2830	NW_004975842.1	KB377957.1	GPS_001991751.1
Cliv_1.0	scaffold2826	NW_004975843.1	KB377958.1	GPS_001991752.1
Cliv_1.0	scaffold2832	NW_004975844.1	KB377959.1	GPS_001991753.1
Cliv_1.0	scaffold2831	NW_004975845.1	KB377960.1	GPS_001991754.1
Cliv_1.0	scaffold2834	NW_004975846.1	KB377961.1	GPS_001991755.1
Cliv_1.0	scaffold2835	NW_004975847.1	KB377962.1	GPS_001991756.1
Cliv_1.0	scaffold2833	NW_004975848.1	KB377963.1	GPS_001991757.1
Cliv_1.0	scaffold2837	NW_004975849.1	KB377964.1	GPS_001991758.1
Cliv_1.0	scaffold2838	NW_004975850.1	KB377965.1	GPS_001991759.1
Cliv_1.0	scaffold2816	NW_004975851.1	KB377966.1	GPS_001991760.1
Cliv_1.0	scaffold2839	NW_004975852.1	KB377967.1	GPS_001991761.1
Cliv_1.0	scaffold2840	NW_004975853.1	KB377968.1	GPS_001991762.1
Cliv_1.0	scaffold2842	NW_004975854.1	KB377969.1	GPS_001991763.1
Cliv_1.0	scaffold2843	NW_004975855.1	KB377970.1	GPS_001991764.1
Cliv_1.0	scaffold2844	NW_004975856.1	KB377971.1	GPS_001991765.1
Cliv_1.0	scaffold2845	NW_004975857.1	KB377972.1	GPS_001991766.1
Cliv_1.0	scaffold2846	NW_004975858.1	KB377973.1	GPS_001991767.1
Cliv_1.0	scaffold2847	NW_004975859.1	KB377974.1	GPS_001991768.1
Cliv_1.0	scaffold2848	NW_004975860.1	KB377975.1	GPS_001991769.1
Cliv_1.0	scaffold2849	NW_004975861.1	KB377976.1	GPS_001991770.1
Cliv_1.0	scaffold2850	NW_004975862.1	KB377977.1	GPS_001991771.1
Cliv_1.0	scaffold2829	NW_004975863.1	KB377978.1	GPS_001991772.1
Cliv_1.0	scaffold2853	NW_004975864.1	KB377979.1	GPS_001991773.1
Cliv_1.0	scaffold2852	NW_004975865.1	KB377980.1	GPS_001991774.1
Cliv_1.0	scaffold2855	NW_004975866.1	KB377981.1	GPS_001991775.1
Cliv_1.0	scaffold2785	NW_004975867.1	KB377982.1	GPS_001991776.1
Cliv_1.0	scaffold2857	NW_004975868.1	KB377983.1	GPS_001991777.1
Cliv_1.0	scaffold2859	NW_004975869.1	KB377984.1	GPS_001991778.1
Cliv_1.0	scaffold2861	NW_004975870.1	KB377985.1	GPS_001991779.1
Cliv_1.0	scaffold2854	NW_004975871.1	KB377986.1	GPS_001991780.1
Cliv_1.0	scaffold2856	NW_004975872.1	KB377987.1	GPS_001991781.1
Cliv_1.0	scaffold2864	NW_004975873.1	KB377988.1	GPS_001991782.1
Cliv_1.0	scaffold2865	NW_004975874.1	KB377989.1	GPS_001991783.1
Cliv_1.0	scaffold2862	NW_004975875.1	KB377990.1	GPS_001991784.1
Cliv_1.0	scaffold2867	NW_004975876.1	KB377991.1	GPS_001991785.1
Cliv_1.0	scaffold2799	NW_004975877.1	KB377992.1	GPS_001991786.1
Cliv_1.0	scaffold2869	NW_004975878.1	KB377993.1	GPS_001991787.1
Cliv_1.0	scaffold2870	NW_004975879.1	KB377994.1	GPS_001991788.1
Cliv_1.0	scaffold2872	NW_004975880.1	KB377995.1	GPS_001991789.1
Cliv_1.0	scaffold2873	NW_004975881.1	KB377996.1	GPS_001991790.1
Cliv_1.0	scaffold2874	NW_004975882.1	KB377997.1	GPS_001991791.1
Cliv_1.0	scaffold2875	NW_004975883.1	KB377998.1	GPS_001991792.1
Cliv_1.0	scaffold2876	NW_004975884.1	KB377999.1	GPS_001991793.1
Cliv_1.0	scaffold2877	NW_004975885.1	KB378000.1	GPS_001991794.1
Cliv_1.0	scaffold2878	NW_004975886.1	KB378001.1	GPS_001991795.1
Cliv_1.0	scaffold2866	NW_004975887.1	KB378002.1	GPS_001991796.1
Cliv_1.0	scaffold2880	NW_004975888.1	KB378003.1	GPS_001991797.1
Cliv_1.0	scaffold2868	NW_004975889.1	KB378004.1	GPS_001991798.1
Cliv_1.0	scaffold2879	NW_004975890.1	KB378005.1	GPS_001991799.1
Cliv_1.0	scaffold2883	NW_004975891.1	KB378006.1	GPS_001991800.1
Cliv_1.0	scaffold2884	NW_004975892.1	KB378007.1	GPS_001991801.1
Cliv_1.0	scaffold2886	NW_004975893.1	KB378008.1	GPS_001991802.1
Cliv_1.0	scaffold2887	NW_004975894.1	KB378009.1	GPS_001991803.1
Cliv_1.0	scaffold2882	NW_004975895.1	KB378010.1	GPS_001991804.1
Cliv_1.0	scaffold2889	NW_004975896.1	KB378011.1	GPS_001991805.1
Cliv_1.0	scaffold2890	NW_004975897.1	KB378012.1	GPS_001991806.1
Cliv_1.0	scaffold2891	NW_004975898.1	KB378013.1	GPS_001991807.1
Cliv_1.0	scaffold2892	NW_004975899.1	KB378014.1	GPS_001991808.1
Cliv_1.0	scaffold2893	NW_004975900.1	KB378015.1	GPS_001991809.1
Cliv_1.0	scaffold2894	NW_004975901.1	KB378016.1	GPS_001991810.1
Cliv_1.0	scaffold2895	NW_004975902.1	KB378017.1	GPS_001991811.1
Cliv_1.0	scaffold2881	NW_004975903.1	KB378018.1	GPS_001991812.1
Cliv_1.0	scaffold2897	NW_004975904.1	KB378019.1	GPS_001991813.1
Cliv_1.0	scaffold2898	NW_004975905.1	KB378020.1	GPS_001991814.1
Cliv_1.0	scaffold2899	NW_004975906.1	KB378021.1	GPS_001991815.1
Cliv_1.0	scaffold2888	NW_004975907.1	KB378022.1	GPS_001991816.1
Cliv_1.0	scaffold2863	NW_004975908.1	KB378023.1	GPS_001991817.1
Cliv_1.0	scaffold2902	NW_004975909.1	KB378024.1	GPS_001991818.1
Cliv_1.0	scaffold2903	NW_004975910.1	KB378025.1	GPS_001991819.1
Cliv_1.0	scaffold2904	NW_004975911.1	KB378026.1	GPS_001991820.1
Cliv_1.0	scaffold2906	NW_004975912.1	KB378027.1	GPS_001991821.1
Cliv_1.0	scaffold2907	NW_004975913.1	KB378028.1	GPS_001991822.1
Cliv_1.0	scaffold2908	NW_004975914.1	KB378029.1	GPS_001991823.1
Cliv_1.0	scaffold2909	NW_004975915.1	KB378030.1	GPS_001991824.1
Cliv_1.0	scaffold2818	NW_004975916.1	KB378031.1	GPS_001991825.1
Cliv_1.0	scaffold2911	NW_004975917.1	KB378032.1	GPS_001991826.1
Cliv_1.0	scaffold2912	NW_004975918.1	KB378033.1	GPS_001991827.1
Cliv_1.0	scaffold2913	NW_004975919.1	KB378034.1	GPS_001991828.1
Cliv_1.0	scaffold2914	NW_004975920.1	KB378035.1	GPS_001991829.1
Cliv_1.0	scaffold2915	NW_004975921.1	KB378036.1	GPS_001991830.1
Cliv_1.0	scaffold2916	NW_004975922.1	KB378037.1	GPS_001991831.1
Cliv_1.0	scaffold2918	NW_004975923.1	KB378038.1	GPS_001991832.1
Cliv_1.0	scaffold2919	NW_004975924.1	KB378039.1	GPS_001991833.1
Cliv_1.0	scaffold2901	NW_004975925.1	KB378040.1	GPS_001991834.1
Cliv_1.0	scaffold2921	NW_004975926.1	KB378041.1	GPS_001991835.1
Cliv_1.0	scaffold2922	NW_004975927.1	KB378042.1	GPS_001991836.1
Cliv_1.0	scaffold2920	NW_004975928.1	KB378043.1	GPS_001991837.1
Cliv_1.0	scaffold2923	NW_004975929.1	KB378044.1	GPS_001991838.1
Cliv_1.0	scaffold2925	NW_004975930.1	KB378045.1	GPS_001991839.1
Cliv_1.0	scaffold2924	NW_004975931.1	KB378046.1	GPS_001991840.1
Cliv_1.0	scaffold2927	NW_004975932.1	KB378047.1	GPS_001991841.1
Cliv_1.0	scaffold2928	NW_004975933.1	KB378048.1	GPS_001991842.1
Cliv_1.0	scaffold2900	NW_004975934.1	KB378049.1	GPS_001991843.1
Cliv_1.0	scaffold2931	NW_004975935.1	KB378050.1	GPS_001991844.1
Cliv_1.0	scaffold2932	NW_004975936.1	KB378051.1	GPS_001991845.1
Cliv_1.0	scaffold2933	NW_004975937.1	KB378052.1	GPS_001991846.1
Cliv_1.0	scaffold2934	NW_004975938.1	KB378053.1	GPS_001991847.1
Cliv_1.0	scaffold2935	NW_004975939.1	KB378054.1	GPS_001991848.1
Cliv_1.0	scaffold2936	NW_004975940.1	KB378055.1	GPS_001991849.1
Cliv_1.0	scaffold2937	NW_004975941.1	KB378056.1	GPS_001991850.1
Cliv_1.0	scaffold2938	NW_004975942.1	KB378057.1	GPS_001991851.1
Cliv_1.0	scaffold2939	NW_004975943.1	KB378058.1	GPS_001991852.1
Cliv_1.0	scaffold2940	NW_004975944.1	KB378059.1	GPS_001991853.1
Cliv_1.0	scaffold2942	NW_004975945.1	KB378060.1	GPS_001991854.1
Cliv_1.0	scaffold2943	NW_004975946.1	KB378061.1	GPS_001991855.1
Cliv_1.0	scaffold2944	NW_004975947.1	KB378062.1	GPS_001991856.1
Cliv_1.0	scaffold2945	NW_004975948.1	KB378063.1	GPS_001991857.1
Cliv_1.0	scaffold2946	NW_004975949.1	KB378064.1	GPS_001991858.1
Cliv_1.0	scaffold2947	NW_004975950.1	KB378065.1	GPS_001991859.1
Cliv_1.0	scaffold2948	NW_004975951.1	KB378066.1	GPS_001991860.1
Cliv_1.0	scaffold2949	NW_004975952.1	KB378067.1	GPS_001991861.1
Cliv_1.0	scaffold2950	NW_004975953.1	KB378068.1	GPS_001991862.1
Cliv_1.0	scaffold2896	NW_004975954.1	KB378069.1	GPS_001991863.1
Cliv_1.0	scaffold2951	NW_004975955.1	KB378070.1	GPS_001991864.1
Cliv_1.0	scaffold2953	NW_004975956.1	KB378071.1	GPS_001991865.1
Cliv_1.0	scaffold2954	NW_004975957.1	KB378072.1	GPS_001991866.1
Cliv_1.0	scaffold2955	NW_004975958.1	KB378073.1	GPS_001991867.1
Cliv_1.0	scaffold2956	NW_004975959.1	KB378074.1	GPS_001991868.1
Cliv_1.0	scaffold2958	NW_004975960.1	KB378075.1	GPS_001991869.1
Cliv_1.0	scaffold2959	NW_004975961.1	KB378076.1	GPS_001991870.1
Cliv_1.0	scaffold2960	NW_004975962.1	KB378077.1	GPS_001991871.1
Cliv_1.0	scaffold2961	NW_004975963.1	KB378078.1	GPS_001991872.1
Cliv_1.0	scaffold2962	NW_004975964.1	KB378079.1	GPS_001991873.1
Cliv_1.0	scaffold2963	NW_004975965.1	KB378080.1	GPS_001991874.1
Cliv_1.0	scaffold2964	NW_004975966.1	KB378081.1	GPS_001991875.1
Cliv_1.0	scaffold2965	NW_004975967.1	KB378082.1	GPS_001991876.1
Cliv_1.0	scaffold2664	NW_004975968.1	KB378083.1	GPS_001991877.1
Cliv_1.0	scaffold2967	NW_004975969.1	KB378084.1	GPS_001991878.1
Cliv_1.0	scaffold2968	NW_004975970.1	KB378085.1	GPS_001991879.1
Cliv_1.0	scaffold2969	NW_004975971.1	KB378086.1	GPS_001991880.1
Cliv_1.0	scaffold2970	NW_004975972.1	KB378087.1	GPS_001991881.1
Cliv_1.0	scaffold2972	NW_004975973.1	KB378088.1	GPS_001991882.1
Cliv_1.0	scaffold2975	NW_004975974.1	KB378089.1	GPS_001991883.1
Cliv_1.0	scaffold2952	NW_004975975.1	KB378090.1	GPS_001991884.1
Cliv_1.0	scaffold2976	NW_004975976.1	KB378091.1	GPS_001991885.1
Cliv_1.0	scaffold2978	NW_004975977.1	KB378092.1	GPS_001991886.1
Cliv_1.0	scaffold2910	NW_004975978.1	KB378093.1	GPS_001991887.1
Cliv_1.0	scaffold2980	NW_004975979.1	KB378094.1	GPS_001991888.1
Cliv_1.0	scaffold2981	NW_004975980.1	KB378095.1	GPS_001991889.1
Cliv_1.0	scaffold2983	NW_004975981.1	KB378096.1	GPS_001991890.1
Cliv_1.0	scaffold2985	NW_004975982.1	KB378097.1	GPS_001991891.1
Cliv_1.0	scaffold2986	NW_004975983.1	KB378098.1	GPS_001991892.1
Cliv_1.0	scaffold2988	NW_004975984.1	KB378099.1	GPS_001991893.1
Cliv_1.0	scaffold2989	NW_004975985.1	KB378100.1	GPS_001991894.1
Cliv_1.0	scaffold2990	NW_004975986.1	KB378101.1	GPS_001991895.1
Cliv_1.0	scaffold2991	NW_004975987.1	KB378102.1	GPS_001991896.1
Cliv_1.0	scaffold2992	NW_004975988.1	KB378103.1	GPS_001991897.1
Cliv_1.0	scaffold2993	NW_004975989.1	KB378104.1	GPS_001991898.1
Cliv_1.0	scaffold2995	NW_004975990.1	KB378105.1	GPS_001991899.1
Cliv_1.0	scaffold2977	NW_004975991.1	KB378106.1	GPS_001991900.1
Cliv_1.0	scaffold2997	NW_004975992.1	KB378107.1	GPS_001991901.1
Cliv_1.0	scaffold2966	NW_004975993.1	KB378108.1	GPS_001991902.1
Cliv_1.0	scaffold2999	NW_004975994.1	KB378109.1	GPS_001991903.1
Cliv_1.0	scaffold3000	NW_004975995.1	KB378110.1	GPS_001991904.1
Cliv_1.0	scaffold3001	NW_004975996.1	KB378111.1	GPS_001991905.1
Cliv_1.0	scaffold2996	NW_004975997.1	KB378112.1	GPS_001991906.1
Cliv_1.0	scaffold3002	NW_004975998.1	KB378113.1	GPS_001991907.1
Cliv_1.0	scaffold3004	NW_004975999.1	KB378114.1	GPS_001991908.1
Cliv_1.0	scaffold3005	NW_004976000.1	KB378115.1	GPS_001991909.1
Cliv_1.0	scaffold3003	NW_004976001.1	KB378116.1	GPS_001991910.1
Cliv_1.0	scaffold3007	NW_004976002.1	KB378117.1	GPS_001991911.1
Cliv_1.0	scaffold3008	NW_004976003.1	KB378118.1	GPS_001991912.1
Cliv_1.0	scaffold3009	NW_004976004.1	KB378119.1	GPS_001991913.1
Cliv_1.0	scaffold3006	NW_004976005.1	KB378120.1	GPS_001991914.1
Cliv_1.0	scaffold3011	NW_004976006.1	KB378121.1	GPS_001991915.1
Cliv_1.0	scaffold3010	NW_004976007.1	KB378122.1	GPS_001991916.1
Cliv_1.0	scaffold3013	NW_004976008.1	KB378123.1	GPS_001991917.1
Cliv_1.0	scaffold3012	NW_004976009.1	KB378124.1	GPS_001991918.1
Cliv_1.0	scaffold3015	NW_004976010.1	KB378125.1	GPS_001991919.1
Cliv_1.0	scaffold3014	NW_004976011.1	KB378126.1	GPS_001991920.1
Cliv_1.0	scaffold3018	NW_004976012.1	KB378127.1	GPS_001991921.1
Cliv_1.0	scaffold3020	NW_004976013.1	KB378128.1	GPS_001991922.1
Cliv_1.0	scaffold3021	NW_004976014.1	KB378129.1	GPS_001991923.1
Cliv_1.0	scaffold3022	NW_004976015.1	KB378130.1	GPS_001991924.1
Cliv_1.0	scaffold3016	NW_004976016.1	KB378131.1	GPS_001991925.1
Cliv_1.0	scaffold3023	NW_004976017.1	KB378132.1	GPS_001991926.1
Cliv_1.0	scaffold3026	NW_004976018.1	KB378133.1	GPS_001991927.1
Cliv_1.0	scaffold2979	NW_004976019.1	KB378134.1	GPS_001991928.1
Cliv_1.0	scaffold3029	NW_004976020.1	KB378135.1	GPS_001991929.1
Cliv_1.0	scaffold3027	NW_004976021.1	KB378136.1	GPS_001991930.1
Cliv_1.0	scaffold3031	NW_004976022.1	KB378137.1	GPS_001991931.1
Cliv_1.0	scaffold3024	NW_004976023.1	KB378138.1	GPS_001991932.1
Cliv_1.0	scaffold3033	NW_004976024.1	KB378139.1	GPS_001991933.1
Cliv_1.0	scaffold3034	NW_004976025.1	KB378140.1	GPS_001991934.1
Cliv_1.0	scaffold3032	NW_004976026.1	KB378141.1	GPS_001991935.1
Cliv_1.0	scaffold3036	NW_004976027.1	KB378142.1	GPS_001991936.1
Cliv_1.0	scaffold3037	NW_004976028.1	KB378143.1	GPS_001991937.1
Cliv_1.0	scaffold3035	NW_004976029.1	KB378144.1	GPS_001991938.1
Cliv_1.0	scaffold3039	NW_004976030.1	KB378145.1	GPS_001991939.1
Cliv_1.0	scaffold3030	NW_004976031.1	KB378146.1	GPS_001991940.1
Cliv_1.0	scaffold3040	NW_004976032.1	KB378147.1	GPS_001991941.1
Cliv_1.0	scaffold3042	NW_004976033.1	KB378148.1	GPS_001991942.1
Cliv_1.0	scaffold3043	NW_004976034.1	KB378149.1	GPS_001991943.1
Cliv_1.0	scaffold3044	NW_004976035.1	KB378150.1	GPS_001991944.1
Cliv_1.0	scaffold3045	NW_004976036.1	KB378151.1	GPS_001991945.1
Cliv_1.0	scaffold3046	NW_004976037.1	KB378152.1	GPS_001991946.1
Cliv_1.0	scaffold3041	NW_004976038.1	KB378153.1	GPS_001991947.1
Cliv_1.0	scaffold3047	NW_004976039.1	KB378154.1	GPS_001991948.1
Cliv_1.0	scaffold3038	NW_004976040.1	KB378155.1	GPS_001991949.1
Cliv_1.0	scaffold3050	NW_004976041.1	KB378156.1	GPS_001991950.1
Cliv_1.0	scaffold3051	NW_004976042.1	KB378157.1	GPS_001991951.1
Cliv_1.0	scaffold3052	NW_004976043.1	KB378158.1	GPS_001991952.1
Cliv_1.0	scaffold3053	NW_004976044.1	KB378159.1	GPS_001991953.1
Cliv_1.0	scaffold3048	NW_004976045.1	KB378160.1	GPS_001991954.1
Cliv_1.0	scaffold3055	NW_004976046.1	KB378161.1	GPS_001991955.1
Cliv_1.0	scaffold3056	NW_004976047.1	KB378162.1	GPS_001991956.1
Cliv_1.0	scaffold3057	NW_004976048.1	KB378163.1	GPS_001991957.1
Cliv_1.0	scaffold3058	NW_004976049.1	KB378164.1	GPS_001991958.1
Cliv_1.0	scaffold3054	NW_004976050.1	KB378165.1	GPS_001991959.1
Cliv_1.0	scaffold3060	NW_004976051.1	KB378166.1	GPS_001991960.1
Cliv_1.0	scaffold3061	NW_004976052.1	KB378167.1	GPS_001991961.1
Cliv_1.0	scaffold3049	NW_004976053.1	KB378168.1	GPS_001991962.1
Cliv_1.0	scaffold3063	NW_004976054.1	KB378169.1	GPS_001991963.1
Cliv_1.0	scaffold2774	NW_004976055.1	KB378170.1	GPS_001991964.1
Cliv_1.0	scaffold3062	NW_004976056.1	KB378171.1	GPS_001991965.1
Cliv_1.0	scaffold3066	NW_004976057.1	KB378172.1	GPS_001991966.1
